13:27:يىڭى يىل:21:212:قالتىس:1:74078
8050:43:يىل بولغان:6:304:بىخەتەر:1:66503
8050:43:يىل بولغان:30:573:ئاسان:2:70003,85803
8072:19:ئارزۇ قىلىمەن:12:717:ھەقىقى:1:27901
8081:21:ئىگە ئىكەن:12:717:ھەقىقى:3:84659,84661,84662
8081:21:ئىگە ئىكەن:24:526:كۈچلۈك:1:4228
8081:21:ئىگە ئىكەن:33:142:ئىلغار:1:11712
8117:6:نىسىپ بولغاي:1:100:پىشقان:1:35932
8121:13:ئېلان قىپتۇ:22:68:ئىناق:1:36133
8155:14:ياخشى تەرىپى:14:276:مۇكەممەل:2:73555,82981
8162:45:قوش تىللىق:11:497:داڭلىق:1:25757
8162:45:قوش تىللىق:23:545:ئېسىل:1:25757
8189:8:ئوبدان ئىش:18:164:خوشال:1:104518
8189:8:ئوبدان ئىش:25:75:خوشاللىق:1:104518
8198:89:ئەينى ۋاقىتتا:3:907:گۈزەل:1:95310
8198:89:ئەينى ۋاقىتتا:12:717:ھەقىقى:1:92846
8198:89:ئەينى ۋاقىتتا:18:164:خوشال:1:110137
8198:89:ئەينى ۋاقىتتا:23:545:ئېسىل:1:95869
8198:89:ئەينى ۋاقىتتا:24:526:كۈچلۈك:2:28052,91987
8198:89:ئەينى ۋاقىتتا:31:29:ئۇلۇغۋار:1:22299
8226:7:خېلى بولغان:17:413:چىرايلىق:1:69099
8243:36:ئورۇندا تۇرىدۇ:33:142:ئىلغار:1:90520
8244:2:ئاددى ئۇقۇم:30:573:ئاسان:1:55640
8274:15:يىللىق خاتىرە:21:212:قالتىس:1:44824
8280:10:ھەرگىز بولمايدۇ:3:907:گۈزەل:1:54030
8301:1:غەلبە قىلغانلار:30:573:ئاسان:1:62642
8346:3:چوڭ مەسىلە:24:526:كۈچلۈك:1:64209
8366:26:ئاللاھ ئاسانلىق:30:573:ئاسان:26:49274,60800,65853,65859,65872,65896,65906,65940,65943,68262,68263,68330,68763,68892,76352,76378,77243,85199,85220,90504,90510,94153,100475,103821,107095,108233
8395:7:سازاۋەر بولغان:20:142:راھەت:1:13709
8395:7:سازاۋەر بولغان:23:545:ئېسىل:2:13709,23597
8399:3:تىلىدا يازغان:30:573:ئاسان:1:109685
8422:19:يوق ئەمەس:11:497:داڭلىق:1:47737
8422:19:يوق ئەمەس:16:268:ساغلام:1:65720
8447:1:چىرايلىق ئاڭلىنىدۇ:17:413:چىرايلىق:1:527
8459:23:نەق مەيداندا:11:497:داڭلىق:1:77068
8482:17:تىگىشلىك ئىش:3:907:گۈزەل:1:76891
8482:17:تىگىشلىك ئىش:16:268:ساغلام:1:76891
8486:6:ئەڭ قايىل:30:573:ئاسان:2:90504,90510
8501:5:تەن ساغلام:16:268:ساغلام:5:12610,22101,33228,36123,50233
8525:23:گۈزەل ئەخلاق:3:907:گۈزەل:23:487,488,1474,2412,9572,10860,29370,31556,35796,38923,45480,53056,53845,55121,68394,72439,76783,84258,86598,97539,105316,106554,111567
8525:23:گۈزەل ئەخلاق:22:68:ئىناق:1:2412
8525:23:گۈزەل ئەخلاق:23:545:ئېسىل:2:35796,38923
8525:23:گۈزەل ئەخلاق:24:526:كۈچلۈك:1:111567
8563:6:بەكلا ئۆچ:11:497:داڭلىق:1:82297
8582:10:نۆۋەتلىك جۇڭگو:2:73:مۇنەۋۋەر:1:26950
8582:10:نۆۋەتلىك جۇڭگو:16:268:ساغلام:1:47642
8624:4:مەكتەپنىڭ يىللىق:2:73:مۇنەۋۋەر:1:6469
8624:4:مەكتەپنىڭ يىللىق:11:497:داڭلىق:1:83711
8630:3:كۈچ چىقاردى:12:717:ھەقىقى:1:27108
8638:8:ئۇيغۇرلارنىڭ مىللى:24:526:كۈچلۈك:1:22033
8670:33:ئىش قىلسا:17:413:چىرايلىق:1:62429
8670:33:ئىش قىلسا:27:73:سادىق:1:69306
8683:9:باھا بەرگەن:6:304:بىخەتەر:1:91439
8711:5:سالامەت ئىشلىرى:30:573:ئاسان:1:54562
8714:19:چوڭ بولىدۇ:12:717:ھەقىقى:1:28930
8714:19:چوڭ بولىدۇ:24:526:كۈچلۈك:1:91838
8737:5:مۇ يازغان:2:73:مۇنەۋۋەر:1:14268
8737:5:مۇ يازغان:24:526:كۈچلۈك:1:14268
8738:18:ئېسىمگە كېلىپ:18:164:خوشال:1:20461
8738:18:ئېسىمگە كېلىپ:23:545:ئېسىل:1:44654
8744:8:خەۋەردار بولۇپ:24:526:كۈچلۈك:1:110626
8745:10:ئالى مەكتەپنى:11:497:داڭلىق:2:7716,24641
8745:10:ئالى مەكتەپنى:17:413:چىرايلىق:1:54813
8745:10:ئالى مەكتەپنى:23:545:ئېسىل:1:54813
8752:1:يېقىملىق تىل:3:907:گۈزەل:1:39634
8784:16:ياخشى باھا:32:142:ئەرزان:1:36800
8800:10:قىرغىن قىلىش:24:526:كۈچلۈك:2:83650,96983
8813:125:ئېلان قىلىنغان:3:907:گۈزەل:1:54566
8813:125:ئېلان قىلىنغان:10:150:ئاكتىپ:1:33758
8813:125:ئېلان قىلىنغان:11:497:داڭلىق:1:47284
8813:125:ئېلان قىلىنغان:12:717:ھەقىقى:1:93729
8813:125:ئېلان قىلىنغان:24:526:كۈچلۈك:1:19424
8813:125:ئېلان قىلىنغان:27:73:سادىق:1:30603
8813:125:ئېلان قىلىنغان:29:28:كۆڭۈلدىكىدەك:1:109302
8819:7:ھەقىقى مۇھەببەت:12:717:ھەقىقى:7:162,409,992,38222,54022,98422,110125
8820:6:مۇھەببەت دىگەن:3:907:گۈزەل:1:69002
8861:150:چەت ئەل:11:497:داڭلىق:3:8851,28028,68590
8861:150:چەت ئەل:12:717:ھەقىقى:3:10521,21637,59886
8861:150:چەت ئەل:30:573:ئاسان:1:5055
8861:150:چەت ئەل:33:142:ئىلغار:1:2948
8874:1:كۈچلۈك چىقىپتۇ:24:526:كۈچلۈك:1:68451
8877:1:قىممىتىنى ھەقىقىي:12:717:ھەقىقى:1:22629
8887:13:راس گەپ:17:413:چىرايلىق:2:109802,109804
8887:13:راس گەپ:37:108:يېشىل:1:67411
8893:2:رېژىسسورلۇق قىلغان:2:73:مۇنەۋۋەر:1:98310
8895:3:ئالقىشقا ئىرىشكەن:16:268:ساغلام:1:3134
8896:1:داڭلىق رېژىسسور:11:497:داڭلىق:1:64702
8902:17:نۇرغۇن كىشىلەرنى:1:100:پىشقان:1:21650
8902:17:نۇرغۇن كىشىلەرنى:16:268:ساغلام:1:40248
8922:1:پۇرسەت بىرىشى:33:142:ئىلغار:1:64456
8949:29:ئىش بولا:3:907:گۈزەل:1:31210
8949:29:ئىش بولا:18:164:خوشال:1:13619
8949:29:ئىش بولا:21:212:قالتىس:4:79768,79770,91017,91020
8949:29:ئىش بولا:24:526:كۈچلۈك:1:13619
8949:29:ئىش بولا:25:75:خوشاللىق:1:13619
8949:29:ئىش بولا:30:573:ئاسان:1:96492
8958:165:ئەڭ مۇھىم:3:907:گۈزەل:3:38827,77396,105316
8958:165:ئەڭ مۇھىم:6:304:بىخەتەر:1:29595
8958:165:ئەڭ مۇھىم:10:150:ئاكتىپ:1:78904
8958:165:ئەڭ مۇھىم:11:497:داڭلىق:2:3966,38827
8958:165:ئەڭ مۇھىم:12:717:ھەقىقى:4:61310,61311,77396,104477
8958:165:ئەڭ مۇھىم:14:276:مۇكەممەل:1:26483
8958:165:ئەڭ مۇھىم:16:268:ساغلام:1:75760
8958:165:ئەڭ مۇھىم:17:413:چىرايلىق:1:38827
8958:165:ئەڭ مۇھىم:18:164:خوشال:1:42548
8958:165:ئەڭ مۇھىم:21:212:قالتىس:1:73562
8958:165:ئەڭ مۇھىم:22:68:ئىناق:1:54551
8958:165:ئەڭ مۇھىم:23:545:ئېسىل:2:24729,92755
8958:165:ئەڭ مۇھىم:24:526:كۈچلۈك:2:30683,77646
8960:38:پايدىسى يوق:11:497:داڭلىق:1:71678
8960:38:پايدىسى يوق:30:573:ئاسان:1:110578
9011:3:ئېسىل ئەسەرلەر:3:907:گۈزەل:1:84320
9011:3:ئېسىل ئەسەرلەر:23:545:ئېسىل:3:759,19468,84320
9018:12:چەتكە چىقىپ:10:150:ئاكتىپ:1:28055
9018:12:چەتكە چىقىپ:11:497:داڭلىق:1:47737
9056:17:توردا بار:12:717:ھەقىقى:2:84120,84122
9057:1:يېزىقىمىزنىڭ گۈزەللىكىنى:3:907:گۈزەل:1:92505
9105:10:ياخشى نەرسە:11:497:داڭلىق:1:37901
9159:3:قان تۆكۈش:18:164:خوشال:1:67331
9177:1:بەكلا چىرايلىق:17:413:چىرايلىق:1:97
9178:1:چىرايلىق كۆرۈنەتتى:17:413:چىرايلىق:1:20240
9190:25:نەق مەيداندىن:12:717:ھەقىقى:1:51198
9240:2:ئېسىل ھېكمەتلەر:23:545:ئېسىل:2:59005,76903
9307:15:شىپالىق بەرسۇن:3:907:گۈزەل:1:61795
9358:37:ئەڭ يىڭى:12:717:ھەقىقى:1:75713
9399:118:قارار قىل:6:304:بىخەتەر:1:19864
9399:118:قارار قىل:12:717:ھەقىقى:1:61515
9399:118:قارار قىل:24:526:كۈچلۈك:2:23492,109114
9409:2:شان شەرىپى:24:526:كۈچلۈك:1:27095
9423:1:چۇڭقۇر مەنىگە:18:164:خوشال:1:66920
9423:1:چۇڭقۇر مەنىگە:25:75:خوشاللىق:1:66920
9435:19:كەن بۇلا:32:142:ئەرزان:1:85248
9455:2:بەھىر ئېلىش:3:907:گۈزەل:1:88907
9455:2:بەھىر ئېلىش:12:717:ھەقىقى:1:88907
9456:4:مەنىلىك ئىش:3:907:گۈزەل:1:43008
9466:5:تۈرى كۆپ:24:526:كۈچلۈك:1:92423
9495:270:غا مۇبارەك:16:268:ساغلام:1:82430
9495:270:غا مۇبارەك:18:164:خوشال:2:60598,98057
9495:270:غا مۇبارەك:23:545:ئېسىل:1:79838
9495:270:غا مۇبارەك:25:75:خوشاللىق:2:60598,98057
9495:270:غا مۇبارەك:30:573:ئاسان:2:38656,95065
9498:25:نادىر فىلىم:11:497:داڭلىق:1:79672
9516:5:يەنىلا بىكار:10:150:ئاكتىپ:2:89594,89595
9521:3:تۇغرا دەيسىز:30:573:ئاسان:1:89282
9548:36:ئۇيغۇر دەپ:18:164:خوشال:1:49248
9548:36:ئۇيغۇر دەپ:33:142:ئىلغار:1:44078
9563:13:ھاسىل قىلىپ:12:717:ھەقىقى:1:27363
9586:3:يېڭىلىق يارىتىپ:12:717:ھەقىقى:1:67755
9598:4:ھەقىقەتەنمۇ ئېسىل:23:545:ئېسىل:4:70520,74506,98285,98322
9603:11:ساختا مال:6:304:بىخەتەر:1:65915
9603:11:ساختا مال:12:717:ھەقىقى:2:88524,101555
9603:11:ساختا مال:32:142:ئەرزان:1:76904
9646:12:نازارەت قىلىپ:6:304:بىخەتەر:1:15817
9659:11:جارى قىلدۇرۇپ:3:907:گۈزەل:1:79629
9659:11:جارى قىلدۇرۇپ:12:717:ھەقىقى:1:109867
9674:1:ناخشىنى ئېيتىپ:11:497:داڭلىق:1:90263
9681:24:زىيارەت قىلغان:27:73:سادىق:1:71972
9696:3:يول قويماس:6:304:بىخەتەر:1:7172
9699:9:ئىش قىلدى:27:73:سادىق:2:75992,75998
9716:1:گىتلىر داڭلىق:11:497:داڭلىق:1:69783
9717:9:داڭلىق شەخىس:3:907:گۈزەل:3:85234,85371,85372
9717:9:داڭلىق شەخىس:11:497:داڭلىق:9:30349,31347,44001,48211,85234,85371,85372,87666,94546
9720:4:ئەمەلىي ھەرىكىتى:12:717:ھەقىقى:1:7373
9725:7:پۇختا تەييارلىق:16:268:ساغلام:2:98117,98210
9757:10:بەكلا تەس:33:142:ئىلغار:1:88787
9765:1:چىنلىق تۇيغۇسى:12:717:ھەقىقى:1:12051
9817:2:سان چىقىپ:30:573:ئاسان:1:51806
9826:13:جان تىكىپ:12:717:ھەقىقى:1:98948
9826:13:جان تىكىپ:27:73:سادىق:1:110615
9830:8:كىنو قىلىپ:12:717:ھەقىقى:3:88962,88972,88973
9830:8:كىنو قىلىپ:23:545:ئېسىل:3:88962,88972,88973
9844:8:كۆڭلۈڭنى يېرىم:18:164:خوشال:1:81655
9854:69:ئامال با:3:907:گۈزەل:1:13943
9854:69:ئامال با:6:304:بىخەتەر:1:38956
9854:69:ئامال با:12:717:ھەقىقى:1:59099
9854:69:ئامال با:32:142:ئەرزان:1:66474
9864:43:كۆپ بولغان:31:29:ئۇلۇغۋار:1:24138
9886:31:ياخشى دەپ:12:717:ھەقىقى:1:66309
9886:31:ياخشى دەپ:24:526:كۈچلۈك:1:104807
9895:49:تەتقىق قىلىپ:6:304:بىخەتەر:1:111467
9895:49:تەتقىق قىلىپ:16:268:ساغلام:1:111467
9895:49:تەتقىق قىلىپ:24:526:كۈچلۈك:3:44882,46607,111467
9895:49:تەتقىق قىلىپ:30:573:ئاسان:2:52619,79620
9898:35:دۇنياغا داڭلىق:11:497:داڭلىق:35:209,4723,5907,12186,12187,12188,17866,24160,32689,33950,34359,38747,44001,46322,46481,47284,48719,54644,60991,69944,70505,76217,77233,78520,85556,91230,91600,92574,95301,95644,98802,100413,100415,100430,100432
9898:35:دۇنياغا داڭلىق:14:276:مۇكەممەل:1:91230
9898:35:دۇنياغا داڭلىق:24:526:كۈچلۈك:1:85556
9899:1:داڭلىق پۇتبولچى:11:497:داڭلىق:1:77529
9902:94:كۆپ قىسىم:3:907:گۈزەل:2:85955,85973
9902:94:كۆپ قىسىم:6:304:بىخەتەر:1:63588
9902:94:كۆپ قىسىم:11:497:داڭلىق:2:21511,74438
9902:94:كۆپ قىسىم:12:717:ھەقىقى:2:86635,105080
9902:94:كۆپ قىسىم:24:526:كۈچلۈك:1:88208
9902:94:كۆپ قىسىم:30:573:ئاسان:1:88883
9902:94:كۆپ قىسىم:32:142:ئەرزان:1:83922
9902:94:كۆپ قىسىم:33:142:ئىلغار:1:16882
9946:9:تەرەققىي قىلىشىغا:16:268:ساغلام:1:4713
9952:6:مۇھىم مەسىلە:12:717:ھەقىقى:1:32373
9954:13:تورىغا كىرىپ:3:907:گۈزەل:1:51066
9954:13:تورىغا كىرىپ:16:268:ساغلام:1:51066
9977:9:ئىشلىرىنى ئاسان:30:573:ئاسان:9:33393,34528,36588,49364,54562,59574,61062,89884,91303
9985:4:چوڭقۇر پىكىر:16:268:ساغلام:1:50136
10030:8:ئالاھىدە يۇقىرى:30:573:ئاسان:1:33423
10032:1:ۋەقە ھەقىقىي:12:717:ھەقىقى:1:73783
10033:1:ھەقىقىي تۇرمۇشتا:12:717:ھەقىقى:1:16729
10127:3:خاتالىقى ئەمەس:30:573:ئاسان:1:104076
10145:5:پۇرسىتى يارىتىپ:3:907:گۈزەل:1:44337
10145:5:پۇرسىتى يارىتىپ:33:142:ئىلغار:1:10526
10198:18:ياخشى كىشى:3:907:گۈزەل:1:60804
10198:18:ياخشى كىشى:14:276:مۇكەممەل:1:89434
10208:19:دەردى بار:3:907:گۈزەل:1:101242
10209:1:بار داڭلىق:11:497:داڭلىق:1:58074
10211:2:مۇستەسنا ئەمەس:23:545:ئېسىل:1:79449
10211:2:مۇستەسنا ئەمەس:33:142:ئىلغار:1:79449
10228:1:چۈشلۈك تاماقتا:24:526:كۈچلۈك:1:12995
10234:20:تەس ئىش:30:573:ئاسان:2:37401,76454
10276:24:بار يەر:17:413:چىرايلىق:1:98343
10276:24:بار يەر:23:545:ئېسىل:1:75139
10317:3:بىرلەشمە لوڭقىسىنى:24:526:كۈچلۈك:1:73744
10326:1:چىرايلىق ئوينايدىغان:17:413:چىرايلىق:1:55833
10333:2:ئىنتايىن تەپسىلى:24:526:كۈچلۈك:1:4012
10345:1:رىقابەتچىسى يوق:24:526:كۈچلۈك:1:31712
10368:47:ئەينى چاغدا:6:304:بىخەتەر:1:63994
10368:47:ئەينى چاغدا:32:142:ئەرزان:1:94895
10410:6:سالامەتلىككە پايدىلىق:16:268:ساغلام:1:68166
10438:35:ۋاقتى كەلگەندە:30:573:ئاسان:1:84875
10448:57:بەك ئاز:12:717:ھەقىقى:2:34596,50506
10448:57:بەك ئاز:18:164:خوشال:1:46617
10448:57:بەك ئاز:23:545:ئېسىل:1:60832
10448:57:بەك ئاز:25:75:خوشاللىق:1:46617
10448:57:بەك ئاز:27:73:سادىق:1:46753
10465:59:گەپ بار:3:907:گۈزەل:1:61384
10465:59:گەپ بار:4:7:ئىتىپاقلىق:1:82352
10465:59:گەپ بار:23:545:ئېسىل:2:108013,109862
10465:59:گەپ بار:30:573:ئاسان:1:84875
10493:17:تورغا چىقىپ:17:413:چىرايلىق:1:75199
10505:8:تېنىنى سالامەت:30:573:ئاسان:1:54562
10510:18:توپ ئۇردى:17:413:چىرايلىق:1:34795
10538:6:كۆپ بولغاچقا:30:573:ئاسان:1:17198
10539:151:ئەڭ كۆپ:14:276:مۇكەممەل:2:17839,93739
10539:151:ئەڭ كۆپ:16:268:ساغلام:1:47642
10539:151:ئەڭ كۆپ:17:413:چىرايلىق:1:78870
10539:151:ئەڭ كۆپ:24:526:كۈچلۈك:1:16599
10557:10:سالامەت قىلغاي:30:573:ئاسان:1:60136
10569:4:مۇناسىۋەتلىك ئۇچۇرلارنى:10:150:ئاكتىپ:1:73872
10578:5:خاسىيەتلىك ئىش:30:573:ئاسان:1:3172
10652:3:رولى چوڭ:30:573:ئاسان:1:4595
10667:14:مۇمكىن بولمايدىغان:3:907:گۈزەل:1:64330
10692:37:تەسىر قىلغان:14:276:مۇكەممەل:1:73555
10692:37:تەسىر قىلغان:23:545:ئېسىل:2:65941,97140
10695:10:شارائىت يارىتىپ:10:150:ئاكتىپ:1:80318
10695:10:شارائىت يارىتىپ:30:573:ئاسان:1:41857
10696:1:ئۆكۈنمەيدىغان ئىش:3:907:گۈزەل:1:64473
10697:67:ئىش قىلىش:11:497:داڭلىق:2:61930,61946
10697:67:ئىش قىلىش:12:717:ھەقىقى:3:7373,8139,33274
10697:67:ئىش قىلىش:20:142:راھەت:2:41813,108989
10697:67:ئىش قىلىش:21:212:قالتىس:1:83231
10697:67:ئىش قىلىش:23:545:ئېسىل:1:27082
10697:67:ئىش قىلىش:30:573:ئاسان:2:58935,76454
10701:5:گۈللەنگەن دەۋرى:11:497:داڭلىق:1:73630
10701:5:گۈللەنگەن دەۋرى:24:526:كۈچلۈك:1:73630
10706:2:بەكلا گۈزەل:3:907:گۈزەل:2:57590,57715
10795:8:ئېغىر كۈنلەردە:18:164:خوشال:2:31475,51271
10795:8:ئېغىر كۈنلەردە:25:75:خوشاللىق:2:31475,51271
10825:2:زور بەخىت:3:907:گۈزەل:1:55121
10833:33:ئاساسىي جەھەتتىن:11:497:داڭلىق:1:50252
10833:33:ئاساسىي جەھەتتىن:12:717:ھەقىقى:1:52087
10895:45:ئۇزۇن بولدى:11:497:داڭلىق:1:82804
10895:45:ئۇزۇن بولدى:30:573:ئاسان:1:96537
10937:2:ئىچى ئاچچىق:32:142:ئەرزان:1:62121
10945:11:ئۈستىگە ئالغان:24:526:كۈچلۈك:1:55614
10963:1:ئەمدى داڭلىق:11:497:داڭلىق:1:81362
10998:8:يۇقىرى ئىكەن:10:150:ئاكتىپ:1:15916
10998:8:يۇقىرى ئىكەن:19:7:رازى بولۇش:1:9173
10998:8:يۇقىرى ئىكەن:30:573:ئاسان:2:22332,89447
10998:8:يۇقىرى ئىكەن:31:29:ئۇلۇغۋار:1:22332
11111:5:دېققەت قىلىڭ:32:142:ئەرزان:1:92489
11158:42:قولغا كەلتۈرۈش:12:717:ھەقىقى:1:22378
11158:42:قولغا كەلتۈرۈش:30:573:ئاسان:1:5055
11159:16:ئىنتايىن تەس:17:413:چىرايلىق:1:22165
11208:8:ئەل سۆيگەن:2:73:مۇنەۋۋەر:2:35131,35239
11208:8:ئەل سۆيگەن:11:497:داڭلىق:1:62357
11258:68:ئامال بار:3:907:گۈزەل:1:13943
11258:68:ئامال بار:6:304:بىخەتەر:1:38956
11258:68:ئامال بار:12:717:ھەقىقى:1:59099
11258:68:ئامال بار:32:142:ئەرزان:1:66474
11265:1:ھەقىقى مۇسۇلمان:12:717:ھەقىقى:1:55162
11265:1:ھەقىقى مۇسۇلمان:18:164:خوشال:1:55162
11265:1:ھەقىقى مۇسۇلمان:25:75:خوشاللىق:1:55162
11288:20:ھەل قىلىشقا:4:7:ئىتىپاقلىق:1:82352
11288:20:ھەل قىلىشقا:12:717:ھەقىقى:1:8594
11288:20:ھەل قىلىشقا:17:413:چىرايلىق:1:63796
11337:16:باشقىلارغا ياردەم:3:907:گۈزەل:1:55121
11337:16:باشقىلارغا ياردەم:28:17:ئېتىراپ قىلىش:1:55953
11337:16:باشقىلارغا ياردەم:30:573:ئاسان:1:108411
11347:7:پۇل تاپىدىغان:24:526:كۈچلۈك:1:105851
11368:1:ئاياللار گۈزەل:3:907:گۈزەل:1:109936
11391:10:ئاز ئاز:24:526:كۈچلۈك:1:2034
11394:2:ئەيىپكە بۇيرىمىغايسىلەر:12:717:ھەقىقى:1:93975
11405:9:بەك تۆۋەن:26:37:مۇقۇم:1:86713
11452:62:يېرىم سائەت:1:100:پىشقان:1:3867
11452:62:يېرىم سائەت:11:497:داڭلىق:4:74507,74586,74587,74589
11452:62:يېرىم سائەت:26:37:مۇقۇم:2:93359,110970
11452:62:يېرىم سائەت:32:142:ئەرزان:1:66385
11467:47:تىن يۇقىرى:6:304:بىخەتەر:1:21453
11467:47:تىن يۇقىرى:16:268:ساغلام:1:58796
11475:6:ھەقىقىي مۇھەببەت:12:717:ھەقىقى:6:392,12974,32891,77615,90832,100307
11475:6:ھەقىقىي مۇھەببەت:24:526:كۈچلۈك:1:77615
11502:9:يول باشلىغۇچى:17:413:چىرايلىق:1:93050
11516:11:نىم بولغاندۇ:3:907:گۈزەل:1:94149
11523:4:بەك كۈچەپ:23:545:ئېسىل:1:80917
11575:1:كىيىمىنى كىيىپ:17:413:چىرايلىق:1:94230
11587:9:سەل تەس:26:37:مۇقۇم:1:110970
11587:9:سەل تەس:30:573:ئاسان:1:37885
11621:1:ئەمدى بۇرۇنقى:30:573:ئاسان:1:79994
11643:17:ئاتا قىلىش:12:717:ھەقىقى:1:262
11674:11:ئىنكاس يازغان:17:413:چىرايلىق:1:41840
11674:11:ئىنكاس يازغان:21:212:قالتىس:1:41840
11689:3:زىيان تارتىدىغان:27:73:سادىق:1:21121
11690:67:ئىش يوق:12:717:ھەقىقى:3:93896,93905,93936
11690:67:ئىش يوق:16:268:ساغلام:2:54754,54781
11690:67:ئىش يوق:30:573:ئاسان:5:34730,37401,42601,50561,56790
11690:67:ئىش يوق:33:142:ئىلغار:2:44078,54781
11690:67:ئىش يوق:37:108:يېشىل:1:56790
11702:22:يول يۈرۈش:3:907:گۈزەل:1:110454
11702:22:يول يۈرۈش:6:304:بىخەتەر:4:2327,2968,30755,80777
11715:1:تاقابىل تۇرۇشتىن:20:142:راھەت:1:3783
11741:24:ياخشى كىتاب:11:497:داڭلىق:2:108424,108434
11741:24:ياخشى كىتاب:12:717:ھەقىقى:1:408
11741:24:ياخشى كىتاب:23:545:ئېسىل:1:109079
11743:1:سەل ئوخشاپ:16:268:ساغلام:1:10890
11743:1:سەل ئوخشاپ:17:413:چىرايلىق:1:10890
11750:12:ئادەم ئىدى:11:497:داڭلىق:1:12187
11750:12:ئادەم ئىدى:23:545:ئېسىل:1:60832
11755:559:يىلى ئ:2:73:مۇنەۋۋەر:2:1695,93580
11755:559:يىلى ئ:3:907:گۈزەل:7:1474,53841,54885,54941,54942,54943,77307
11755:559:يىلى ئ:6:304:بىخەتەر:2:63584,91911
11755:559:يىلى ئ:11:497:داڭلىق:5:17782,30972,56880,97026,102418
11755:559:يىلى ئ:14:276:مۇكەممەل:1:79875
11755:559:يىلى ئ:17:413:چىرايلىق:1:74902
11755:559:يىلى ئ:23:545:ئېسىل:3:21091,94444,94445
11755:559:يىلى ئ:24:526:كۈچلۈك:3:1696,46053,91179
11755:559:يىلى ئ:27:73:سادىق:1:37722
11755:559:يىلى ئ:30:573:ئاسان:1:97026
11755:559:يىلى ئ:33:142:ئىلغار:4:1685,26624,73979,102110
11755:559:يىلى ئ:37:108:يېشىل:2:3321,98650
11756:289:ن چوڭ:1:100:پىشقان:1:8705
11756:289:ن چوڭ:2:73:مۇنەۋۋەر:1:72486
11756:289:ن چوڭ:3:907:گۈزەل:4:11702,14813,53332,70420
11756:289:ن چوڭ:11:497:داڭلىق:5:11515,41570,47284,54306,106710
11756:289:ن چوڭ:12:717:ھەقىقى:2:28930,74135
11756:289:ن چوڭ:14:276:مۇكەممەل:1:91617
11756:289:ن چوڭ:16:268:ساغلام:1:50136
11756:289:ن چوڭ:17:413:چىرايلىق:5:25383,72486,76849,89940,93046
11756:289:ن چوڭ:23:545:ئېسىل:1:41570
11756:289:ن چوڭ:24:526:كۈچلۈك:2:14270,30157
11756:289:ن چوڭ:30:573:ئاسان:2:44547,61701
11792:54:تەتقىق قىلىش:30:573:ئاسان:1:83
11841:1:تازا خوشۇم:20:142:راھەت:1:41028
11842:17:خوشۇم يوق:20:142:راھەت:1:41028
11842:17:خوشۇم يوق:23:545:ئېسىل:3:94266,94267,94268
11855:8:ھېكمەت بار:12:717:ھەقىقى:1:57212
11855:8:ھېكمەت بار:14:276:مۇكەممەل:1:57212
11858:20:ئالدىنقى قاتاردا:11:497:داڭلىق:2:8648,40240
11858:20:ئالدىنقى قاتاردا:24:526:كۈچلۈك:2:97903,97906
11875:17:ئاز بولسىمۇ:6:304:بىخەتەر:1:10627
11875:17:ئاز بولسىمۇ:21:212:قالتىس:1:92228
11875:17:ئاز بولسىمۇ:23:545:ئېسىل:1:92228
11875:17:ئاز بولسىمۇ:30:573:ئاسان:1:14639
11895:5:ئېغىر مەسىلە:23:545:ئېسىل:1:101296
11901:7:ھەقىقىي ئەركەك:12:717:ھەقىقى:7:142,40840,49821,68493,83413,83414,96229
11919:1:تەبىئى ئەھۋال:37:108:يېشىل:1:50099
11937:99:ياخشى ئەمەس:18:164:خوشال:1:61347
11937:99:ياخشى ئەمەس:27:73:سادىق:3:108610,108612,108616
11946:1:ئېسىل گەپلەر:23:545:ئېسىل:1:56572
11948:1:ئېسىل ئىشتىن:23:545:ئېسىل:1:63346
11956:2:ئېسىل رەسىملەرنى:23:545:ئېسىل:2:62275,92559
11998:1:جاپا تارتتىڭىز:23:545:ئېسىل:1:93814
12000:14:ئامان قىلسۇن:12:717:ھەقىقى:1:65034
12000:14:ئامان قىلسۇن:22:68:ئىناق:1:69447
12014:1:ياخشى تىمىلار:30:573:ئاسان:1:89884
12020:4:ئەمەلىي كۈچى:11:497:داڭلىق:1:58857
12053:2:كىنو ئىكەن:3:907:گۈزەل:1:45985
12058:11:مۇنازىرە قىلىش:6:304:بىخەتەر:1:21925
12058:11:مۇنازىرە قىلىش:14:276:مۇكەممەل:1:8138
12063:12:تەييارلىق قىلىپ:3:907:گۈزەل:1:108149
12090:51:ئېلان قىلىنىپ:24:526:كۈچلۈك:1:85934
12091:3:مۇنازىرە قوزغىغان:24:526:كۈچلۈك:1:100349
12120:2:ئەمەلگە ئاشۇرالىشى:14:276:مۇكەممەل:1:10576
12157:1:ئىناقلىق ئىتتىپاقلىق:22:68:ئىناق:1:6579
12193:1:سەنئەتكارغا خاس:2:73:مۇنەۋۋەر:1:11088
12352:30:ئەڭ قىممەت:3:907:گۈزەل:2:53782,69002
12352:30:ئەڭ قىممەت:11:497:داڭلىق:1:20074
12352:30:ئەڭ قىممەت:16:268:ساغلام:1:61332
12355:22:ئۇتۇق تىلەيمە:11:497:داڭلىق:1:54306
12355:22:ئۇتۇق تىلەيمە:24:526:كۈچلۈك:3:58473,58474,58475
12357:6:كارىم يوق:6:304:بىخەتەر:1:82895
