13-يىڭى يىل:21-قالتىس:4.285311738993688
2589-ھې ھې:16-ساغلام,17-چىرايلىق,24-كۈچلۈك,30-ئاسان:7.843061733011661
2596-كۈچ چىقىرىپ:18-خوشال,25-خوشاللىق:14.335158852211539
2603-بەك يارىشىپتۇ:17-چىرايلىق:6.07812172430091
2621-ئويغۇرتىلىدىنمۇ گۈزەل:3-گۈزەل:6.943160955191833
2622-گۈزەل تىل:3-گۈزەل:6.943160955191833
2623-تىل بولمىسا:3-گۈزەل:5.943160955191833
2624-كېرەك تىل:3-گۈزەل:5.943160955191833
2625-بايلىقى مول:3-گۈزەل,11-داڭلىق:10.110322419575176
2626-تەسەۋۋۇرۇم جىق:21-قالتىس:9.040199241157156
2627-دەرمان يوق:21-قالتىس:8.040199241157156
2628-بۇئىشلەنسە قالتىس:21-قالتىس:9.040199241157156
2629-قالتىس ئالقىشقا:21-قالتىس:9.040199241157156
2630-ئالقىشقا ئېرىشكەن:21-قالتىس:6.718271146269793
2633-ئاللاھقا شۈكىرى:18-خوشال:7.825605190381116
2634-ئىقتىدارلىق چىرايلىق:17-چىرايلىق,21-قالتىس:17.118320965458064
2635-چىرايلىق ئۈمىدۋار:17-چىرايلىق,21-قالتىس:17.118320965458064
2636-ئۈمىدۋار مىھرىبان:17-چىرايلىق,21-قالتىس:17.118320965458064
2637-مىھرىبان دىيانەتلىك:17-چىرايلىق,21-قالتىس:17.118320965458064
2639-قائىدە يوسۇنلۇق:22-ئىناق:8.680656854470016
2640-يوسۇنلۇق قىزلاردىن:17-چىرايلىق,21-قالتىس:17.118320965458064
2642-بۇلالمايۋاتىمەن دېسە:17-چىرايلىق,21-قالتىس:17.118320965458064
2643-قالتىس جەمەتتە:17-چىرايلىق,21-قالتىس:17.118320965458064
2644-ئاپىرىدە بولغىنىمدىن:17-چىرايلىق,21-قالتىس:17.118320965458064
2645-تولىمۇ بەختلىك:17-چىرايلىق,21-قالتىس:15.118320965458066
2647-پەخىرلىك ھېس:17-چىرايلىق,21-قالتىس:15.118320965458066
2648-ھېس قىلىمەن:15-بەخىتلىك,17-چىرايلىق,21-قالتىس,32-ئەرزان:18.088872681934966
2651-يېڭى نۇسخىسى:23-ئېسىل:3.1544453199990534
2654-دادا بولدۇم:15-بەخىتلىك:9.117068004541427
2656-ئاتا قىلدى:6-بىخەتەر,20-راھەت:10.96863975705013
2658-پۈتۈن دۇنيا:3-گۈزەل,12-ھەقىقى,16-ساغلام,21-قالتىس,24-كۈچلۈك,33-ئىلغار:9.387037448347336
2660-ھىس قىلدىم:3-گۈزەل,6-بىخەتەر,11-داڭلىق,12-ھەقىقى,21-قالتىس:11.679150947471713
2663-ئاللاھقا بولغان:12-ھەقىقى:4.697327886297295
2671-ھەدەش بولۇپ:21-قالتىس:9.040199241157156
2672-ماشىنا ھەيدەش:21-قالتىس:6.040199241157156
2673-تېخنىكىسى قالتىس:21-قالتىس:9.040199241157156
2674-قالتىس ئىدى:21-قالتىس:9.040199241157156
2675-تەسىر قىلغىنى:21-قالتىس:7.040199241157156
2676-كەيپىياتى بولدى:21-قالتىس:9.040199241157156
2677-ھەدەشنىڭ دېيىشىچە:21-قالتىس:9.040199241157156
2678-خىزمەتنى قىلىۋاتقىلى:21-قالتىس:9.040199241157156
2679-يىلدىن ئېشىپتۇ:1-پىشقان,21-قالتىس:13.164462747102785
2680-ئىشقا چۈشكەندەك:21-قالتىس:9.040199241157156
2681-شۇنچىلىك قىزغىن:21-قالتىس:9.040199241157156
2683-خۇشال ئىدى:21-قالتىس:7.040199241157156
2688-ناملىق روماننىڭ:11-داڭلىق:6.811017654158069
2692-ياخشى بۇلاتتى:10-ئاكتىپ,14-مۇكەممەل,33-ئىلغار:13.817268820382331
2700-ناھايتى ياخشى:32-ئەرزان,37-يېشىل:10.584480857658534
2706-مۇڭلىنىپ ئولتۇرۇپ:3-گۈزەل:5.943160955191833
2715-دۇئا قىلىپ:1-پىشقان,30-ئاسان:8.560066871466768
2717-ئەجەب ئەمەس:16-ساغلام:5.001590787121491
2724-ئالتۇنغا تىگۈشكىسىز:30-ئاسان:7.60572836696345
2725-تىگۈشكىسىز گەپ:30-ئاسان:7.60572836696345
2726-ئىشلىرىڭىزنى ئاسان:30-ئاسان:7.60572836696345
2727-ئاسان قىلسۇن:3-گۈزەل,30-ئاسان:10.963926821434125
2728-بەكلا خوشال:18-خوشال:9.41056769110227
2729-خوشال ئوينىدۇق:18-خوشال:9.41056769110227
2730-قۇملۇققا چىقىپ:18-خوشال:9.41056769110227
2731-تازا ۋاقىرىدۇق:18-خوشال:9.41056769110227
2733-تاماق يىدۇق:18-خوشال:9.41056769110227
2734-ياقتۇرغان ئىشلارنى:18-خوشال:9.41056769110227
2735-ئىشلارنى قىلىۋاتىمەن:18-خوشال:7.825605190381116
2754-خۇش بولغىنىمنى:33-ئىلغار:8.618372576215673
2761-تولىمۇ ياخشى:3-گۈزەل,15-بەخىتلىك:14.001335270679691
2772-يازما ئىكەن:23-ئېسىل,24-كۈچلۈك:11.237282981041806
2777-پۇت تىرەپ:24-كۈچلۈك:4.729200706428053
2779-ئالاھىدىلىك بولۇش:3-گۈزەل:6.943160955191833
2780-ئۈنۈمى بولدى:3-گۈزەل:5.358198454470676
2782-ئېسىل ناخشا:23-ئېسىل:7.678007276056066
2783-سوۋغا قىلاي:23-ئېسىل:4.21857565741877
2784-قۇلاق سېلىڭلار:23-ئېسىل:6.678007276056066
2785-قىزغا ئېيتقان:23-ئېسىل:7.678007276056066
2786-نىمدىگەن ئېسىل:23-ئېسىل:7.678007276056066
2787-ئېسىل سۆزى:23-ئېسىل:7.678007276056066
2788-قېرىنداشلىرىم چەكسىز:15-بەخىتلىك:10.702030505262583
2789-چەكسىز بەخىتكە:15-بەخىتلىك:10.702030505262583
2790-بەخىتكە چۆمىدىغان:15-بەخىتلىك:10.702030505262583
2791-جەم بولىدىغان:15-بەخىتلىك:9.702030505262583
2792-رەھمىتىگە ئېرىشىدىغان:15-بەخىتلىك:10.702030505262583
2793-كۈن بار:15-بەخىتلىك:8.117068004541427
2795-بەكمۇ بەخىتلىك:15-بەخىتلىك:10.702030505262583
2796-بەخىتلىك ھېس:15-بەخىتلىك:10.702030505262583
2797-قېرىنداشلىرىمغا مىھىر:15-بەخىتلىك:10.702030505262583
2798-مىھىر نەزىرىم:15-بەخىتلىك:10.702030505262583
2800-ئاللاھقا چەكسىز:15-بەخىتلىك:8.117068004541427
2801-چەكسىز ھەمدۇسانالار:15-بەخىتلىك:10.702030505262583
2802-ھەمدۇسانالار بولغاي:15-بەخىتلىك:10.702030505262583
2813-خەتلىك فىلىم:3-گۈزەل,11-داڭلىق,27-سادىق:7.1992913881148795
2815-ئۇستا بولۇپ:27-سادىق:7.770940214782733
2847-ئىشلار ياخشى:23-ئېسىل:4.356079181168704
2848-ئالدىنقى كۈنى:12-ھەقىقى:2.328094076631575
2849-فىلىم كۆرگەنىدۇق:12-ھەقىقى:7.282290387018451
2851-قېتىملىق كۈلۈمسىرىشى:12-ھەقىقى:7.282290387018451
2852-شۇنچىلىك سەمىمىي:12-ھەقىقى:7.282290387018451
2853-شۇنچىلىك تاتلىق:12-ھەقىقى:7.282290387018451
2854-تاتلىق ئىدىكى:12-ھەقىقى:7.282290387018451
2855-قەلبىنى لەرزىگە:11-داڭلىق,12-ھەقىقى:11.923383039734208
2856-لەرزىگە سالاتتى:12-ھەقىقى:7.282290387018451
2863-ياخشى خەۋەر:33-ئىلغار:4.917932858074581
2864-خەۋەر بولدى:23-ئېسىل:5.09304477533491
2870-ياقتۇرۇپ كۆرىدىغان:23-ئېسىل:6.09304477533491
2878-تەرەققىي قىلغان:4-ئىتىپاقلىق,11-داڭلىق,12-ھەقىقى:13.390306259806358
2895-چوڭ سۈپەت:12-ھەقىقى:3.9603622921310877
2914-ئىنتايىن ياخشى:3-گۈزەل,6-بىخەتەر,18-خوشال,23-ئېسىل,24-كۈچلۈك,25-خوشاللىق,32-ئەرزان:28.090568223235508
2915-ياخشى جاي:3-گۈزەل:4.62123286030447
2952-خۇشال خۇرام:3-گۈزەل,37-يېشىل:10.616543145864094
2954-يەنىلا ئىشىنىمەنكى:23-ئېسىل:7.678007276056066
2955-مىللىتىمىزنىڭ پەخىرلىك:23-ئېسىل:7.678007276056066
2956-پەخىرلىك ئوغلانلىرى:23-ئېسىل:7.09304477533491
2957-ئىنتايىن كۆپ:14-مۇكەممەل,17-چىرايلىق,23-ئېسىل,26-مۇقۇم:14.63454056650594
2958-قاتارىدىن بولمىساممۇ:23-ئېسىل:7.678007276056066
2959-ئېسىل پەزىلىتىدىن:23-ئېسىل:7.678007276056066
2960-پەزىلىتىدىن ئۆگىنىشكە:23-ئېسىل:7.678007276056066
2963-چىن دىلىمدىن:18-خوشال:5.018250268323511
2967-بەخىت ئىچىدە:15-بەخىتلىك:8.38010241037522
2970-ئارام ئېلىش:28-ئېتىراپ قىلىش:7.593194013219677
2976-يامان ئىش:12-ھەقىقى,17-چىرايلىق,23-ئېسىل,33-ئىلغار:11.427372275360684
2977-ئىنتايىن ئاز:3-گۈزەل,12-ھەقىقى,23-ئېسىل:8.726506349930068
2981-نىمىدىگەن گۈزەل:3-گۈزەل,12-ھەقىقى,18-خوشال,25-خوشاللىق:25.175320038537027
2994-ئەڭ يۇقىرى:11-داڭلىق,16-ساغلام,18-خوشال:4.957831565860836
3002-بىرلىكتە ئۆگىنىپ:3-گۈزەل:5.943160955191833
3003-گۈزەل ئۆگىنىش:3-گۈزەل:6.943160955191833
3004-مۇھىتى يارىتايلى:3-گۈزەل:6.943160955191833
3005-ئىدىيمىزدە ئاقارتىش:3-گۈزەل:6.943160955191833
3006-ياغدەك تۇزدەك:3-گۈزەل:6.943160955191833
3007-تۇزدەك زۆرۈر:3-گۈزەل:6.943160955191833
3016-رەسىم سىزىشتا:21-قالتىس:9.040199241157156
3017-تالانتى قالتىس:21-قالتىس:9.040199241157156
3019-چوڭ ئاپام:2-مۇنەۋۋەر,17-چىرايلىق:13.012560671366522
3029-تەرجىمە قىلىش:3-گۈزەل,11-داڭلىق,23-ئېسىل,30-ئاسان,33-ئىلغار:9.197021346936719
3034-تەشەككۈر ئېيتىش:23-ئېسىل:6.09304477533491
3038-يۈكسەك مەنزىللەرنى:3-گۈزەل:6.358198454470677
3041-تورىنىڭ يېڭى:23-ئېسىل:5.09304477533491
3046-ھېس قىلدىم:3-گۈزەل,6-بىخەتەر,12-ھەقىقى,14-مۇكەممەل,15-بەخىتلىك,23-ئېسىل,24-كۈچلۈك,30-ئاسان:16.750014576867784
3047-مەدھىيە ناملىق:3-گۈزەل,35-مەدھىيە:19.067424461137463
3049-نەسىرى بار:3-گۈزەل,35-مەدھىيە:19.067424461137463
3051-شۇنچىلىك گۈزەل:3-گۈزەل,35-مەدھىيە:17.48246196041631
3052-گۈزەل پاساھەتلىك:3-گۈزەل,35-مەدھىيە:19.067424461137463
3054-خېلى بولدى:3-گۈزەل,17-چىرايلىق,23-ئېسىل,30-ئاسان,37-يېشىل:15.783797538026551
3068-بەكلا ھېرىپ:18-خوشال:7.825605190381116
3069-ھېرىپ كەتتىم:18-خوشال:4.655680188938803
3070-بەكلا خوشالمەن:18-خوشال:9.41056769110227
3072-ئوڭ قىلغايسەن:18-خوشال:9.41056769110227
3073-كىتاب ئوقۇش:11-داڭلىق,16-ساغلام,28-ئېتىراپ قىلىش,30-ئاسان:15.70500162046534
3076-خۇشاللىق ئىش:21-قالتىس:7.040199241157156
3077-ئىش بولاتتى:3-گۈزەل,21-قالتىس,30-ئاسان:13.167023797139624
3083-كۈنى ئۆتكۈزۈلۈشكە:23-ئېسىل:7.678007276056066
3084-قېتىملىق تۈركچە:23-ئېسىل:6.678007276056066
3085-مۇسابىقىسى بۇرۇنقى:23-ئېسىل:6.09304477533491
3086-بۇرۇنقى يىللاردىكىدىن:23-ئېسىل:7.678007276056066
3087-بەكرەك ئېسىل:23-ئېسىل:7.678007276056066
3098-گەپ قىلىش:3-گۈزەل,12-ھەقىقى,17-چىرايلىق,23-ئېسىل,24-كۈچلۈك,30-ئاسان:13.628250351267512
3103-ئوتلۇق سالام:14-مۇكەممەل,18-خوشال,25-خوشاللىق:10.888792148443375
3107-نەرسىگە ھەيرانتىم:17-چىرايلىق:8.078121724300908
3108-ھەيرانتىم دادام:17-چىرايلىق:8.078121724300908
3110-ئوخشاش ئىدى:17-چىرايلىق:7.07812172430091
3111-تېخىمۇ كۈچلۈك:24-كۈچلۈك:7.729200706428053
3112-كۈچلۈك كاپالەتكە:24-كۈچلۈك:7.729200706428053
3113-كاپالەتكە ئېرىشتى:24-كۈچلۈك:7.729200706428053
3116-لايىھەنى ياخشى:17-چىرايلىق:8.078121724300908
3117-ياخشى ئىشلەپسىز:17-چىرايلىق:7.341156130134703
3118-دۆلەتلىك كۈتۈپخانا:23-ئېسىل:7.678007276056066
3119-ئېسىل ئوتتۇرا:23-ئېسىل:7.678007276056066
3120-ئوتتۇرا ئاسىيادىكى:23-ئېسىل,24-كۈچلۈك:5.897432978157182
3121-ئەڭ كاتتا:23-ئېسىل:4.508082274613754
3122-كاتتا كۈتۈپخانا:23-ئېسىل:7.678007276056066
3123-مۇھىتىمۇ ياخشى:23-ئېسىل:7.678007276056066
3124-ئادەم تىپتىنىچ:23-ئېسىل:7.678007276056066
3125-تىپتىنىچ ئۈگىنىش:23-ئېسىل:7.678007276056066
3128-گېپىڭىزنى ئاڭلاپ:33-ئىلغار:9.033410075494515
3129-تېخىمۇ ئاشتى:24-كۈچلۈك,33-ئىلغار:14.347573282643726
3130-نەپىسى توختىغان:33-ئىلغار:9.033410075494515
3131-پەرقى يوق:33-ئىلغار:5.917932858074582
3143-بەكلا قىزىق:14-مۇكەممەل:7.0746327382210294
3146-ئاز تولا:11-داڭلىق:3.1105779360169765
3155-تېخىمۇ ئېسىل:23-ئېسىل:7.678007276056066
3156-ئېسىل چىقىپتۇ:23-ئېسىل:7.678007276056066
3157-غا قاراپ:1-پىشقان,3-گۈزەل,6-بىخەتەر,11-داڭلىق,12-ھەقىقى,14-مۇكەممەل,16-ساغلام,17-چىرايلىق,18-خوشال,22-ئىناق,23-ئېسىل,24-كۈچلۈك,25-خوشاللىق,30-ئاسان:11.324556777219081
3167-سۈرئەتتە مۇۋەپپەقىيەت:14-مۇكەممەل,24-كۈچلۈك:7.341672033256213
3170-ئۇزۇن يىللىق:1-پىشقان,11-داڭلىق:11.534401723821514
3174-بەك قىززىدى:18-خوشال:7.825605190381116
3183-رول ئېلىش:11-داڭلىق:5.226055153436913
3184-ماھارىتىگە راستلا:11-داڭلىق:7.811017654158069
3185-راستلا قول:11-داڭلىق:7.811017654158069
3186-قول قويىمەن:11-داڭلىق:6.489089559270706
3201-قايىل بولماي:23-ئېسىل:4.771116680447548
3202-ئامال يوق:11-داڭلىق,12-ھەقىقى,14-مۇكەممەل,32-ئەرزان:5.695822907236
3207-ئوتتۇرا مەكتەپ:11-داڭلىق,12-ھەقىقى:1.2555815666273302
3221-خۇش كەپسىز:23-ئېسىل:3.6780072760560665
3233-ئەجەپ ئېسىلكەن:23-ئېسىل:7.678007276056066
3239-گۈزەل تورداشلا:3-گۈزەل:6.943160955191833
3240-تورداشلا ياخشىمۇ:3-گۈزەل:6.943160955191833
3244-ياردەم بېرىدۇ:16-ساغلام:4.6145676640122435
3246-ئىسمى يوق:17-چىرايلىق:6.756193629413548
3247-يوق تاش:17-چىرايلىق:6.07812172430091
3249-دېتالكەن چوڭ:17-چىرايلىق:6.493159223579753
3250-چوڭ بولسا:17-چىرايلىق:4.756193629413547
3251-چوقۇم ياراملىق:17-چىرايلىق:6.493159223579753
3252-ياراملىق دېتال:17-چىرايلىق:6.493159223579753
3253-دېتال بولىدۇ:17-چىرايلىق:6.493159223579753
3254-ئېلان قىلدى:6-بىخەتەر,10-ئاكتىپ,11-داڭلىق,14-مۇكەممەل,21-قالتىس,24-كۈچلۈك:9.838612445881724
3282-چوڭقۇر تونۇپ:2-مۇنەۋۋەر,31-ئۇلۇغۋار:18.48843383743312
3287-چىڭ تۇت:3-گۈزەل,6-بىخەتەر,12-ھەقىقى,14-مۇكەممەل,17-چىرايلىق,18-خوشال,23-ئېسىل,24-كۈچلۈك,25-خوشاللىق,32-ئەرزان,33-ئىلغار:24.146435396784014
3288-مەھكەم يېپىش:1-پىشقان:8.539301005224475
3296-تەتىل قىلدۇق:30-ئاسان:6.020765866242294
3322-ناخشا ئۇسسۇل:3-گۈزەل:2.3581984544706764
3334-ھىلال ئاي:17-چىرايلىق:3.99065888305057
3392-ئىش بار:3-گۈزەل,11-داڭلىق,12-ھەقىقى,20-راھەت,30-ئاسان:13.066334647310857
3393-بار ئىدى:3-گۈزەل,6-بىخەتەر,11-داڭلىق,12-ھەقىقى,23-ئېسىل,24-كۈچلۈك,32-ئەرزان:6.739527702133702
3401-لوڭقىسىنى تالىشىش:24-كۈچلۈك:4.407272611540691
3411-خېلى چوڭ:3-گۈزەل:2.08517996006426
3415-گەپ يوق:10-ئاكتىپ,17-چىرايلىق,18-خوشال,23-ئېسىل,24-كۈچلۈك,25-خوشاللىق:19.186549766082123
3429-مىنى ياخشى:5-ياخشى كۆرۈش,30-ئاسان:13.754545107268118
3430-ياخشى ئۇچۇر:3-گۈزەل:4.62123286030447
3445-ياخشى بولاركەن:17-چىرايلىق:4.493159223579753
3455-خەيرى ساخاۋەت:33-ئىلغار:5.618372576215672
3459-تەشۋىق قىلىشنى:6-بىخەتەر:6.712837260219165
3463-كەڭ قۇرساق:30-ئاسان:3.7983734449058457
3465-خىل ياخشى:23-ئېسىل:5.09304477533491
3468-كىچىك ئىشلار:15-بەخىتلىك,18-خوشال,30-ئاسان:16.617007408905025
3485-كۈچى كۈچلۈك:24-كۈچلۈك:7.729200706428053
3505-نىمىدىگەن ياخشى:3-گۈزەل,22-ئىناق,23-ئېسىل:16.301825085717915
3528-بەك ئىسىل:23-ئېسىل,30-ئاسان:7.469954451802479
3531-كىشى ئىدى:12-ھەقىقى,16-ساغلام,33-ئىلغار:13.092918464169767
3544-ئەڭ قالتىس:21-قالتىس:9.040199241157156
3573-ھۆرمەت قىلىڭ:3-گۈزەل:4.62123286030447
3595-مەيدان قالتىس:21-قالتىس:9.040199241157156
3612-يېرىگە كەلگەنتى:12-ھەقىقى:7.282290387018451
3614-ئەڭ مۇھىمى:3-گۈزەل,11-داڭلىق,12-ھەقىقى,14-مۇكەممەل,16-ساغلام,17-چىرايلىق,21-قالتىس,23-ئېسىل,24-كۈچلۈك:25.355003718755075
3620-چوڭ ئۈمىد:3-گۈزەل:5.358198454470676
3621-ئۈمىد بار:1-پىشقان:6.316908583888027
3622-بار دەپ:17-چىرايلىق,18-خوشال,21-قالتىس,23-ئېسىل,24-كۈچلۈك:13.326456164607645
3629-ياخشى يولداش:10-ئاكتىپ:9.539301005224475
3650-ئەمەلىي كۈچ:11-داڭلىق:5.226055153436913
3653-نېسىپ بولمايدۇ:3-گۈزەل:5.943160955191833
3696-ئەھمىيەتلىك ئىشلار:14-مۇكەممەل,16-ساغلام:11.021775741320145
3732-تەمى بار:17-چىرايلىق:6.493159223579753
3741-كەم دېگەندە:11-داڭلىق:3.418700231379308
3746-تەسىر كۆرسىتىدۇ:10-ئاكتىپ,16-ساغلام:8.52622750125089
3754-ئۇلۇغ ئاللا:3-گۈزەل,11-داڭلىق,14-مۇكەممەل,16-ساغلام,23-ئېسىل,30-ئاسان:10.98504097263918
3755-مەرھۇمنىڭ ياتقان:11-داڭلىق:3.563090140714483
3757-جەننەتتە قىلغاي:11-داڭلىق:5.003662732100465
3764-ھېسابقا ئالمىغاندا:20-راھەت:5.370445062772087
3769-تولىمۇ مۇھىم:31-ئۇلۇغۋار:9.58821060570542
3791-تۆھپىسى با:6-بىخەتەر:6.935229681555614
3800-جارى قىلدۇرالايدۇ:12-ھەقىقى:6.282290387018451
3806-مەنسۇپ بولسۇن:27-سادىق:10.578295136840339
3830-يىل بولدى:27-سادىق:6.736992882859396
3844-ئامەت يار:30-ئاسان:7.020765866242295
3845-يار بولسۇن:16-ساغلام,30-ئاسان:7.399366251452282
3847-ۋاھ ۋاھ:17-چىرايلىق:4.908196722858597
3853-ئادەم بولسا:12-ھەقىقى:3.0343628735748647
3903-ئەڭ دەسلەپكى:17-چىرايلىق:3.830194210857324
3923-قول قويماي:12-ھەقىقى:4.960362292131088
3971-ياخشى بولمىسا:33-ئىلغار:9.20333507693683
3972-ئىرى با:11-داڭلىق:6.811017654158069
3990-ئەھمىيەتلىك ئىش:14-مۇكەممەل,16-ساغلام,17-چىرايلىق:14.68485996634221
4007-ئاز ساندىكى:12-ھەقىقى,33-ئىلغار:9.49978352695194
4011-كىتىپ قالىدۇ:3-گۈزەل:6.943160955191833
4037-دىن ئېشىپ:1-پىشقان,3-گۈزەل,10-ئاكتىپ,11-داڭلىق,12-ھەقىقى,21-قالتىس,22-ئىناق,24-كۈچلۈك,37-يېشىل:18.762243636896454
4039-بەك يۇقىرى:11-داڭلىق:5.226055153436913
4046-بەك قولاي:3-گۈزەل:3.0362703595833143
4086-كېرەك ئىدى:3-گۈزەل,32-ئەرزان:5.776898685849984
4103-ئۇيقۇ يوق:17-چىرايلىق:5.07812172430091
4133-چى بولغان:2-مۇنەۋۋەر,3-گۈزەل,5-ياخشى كۆرۈش,6-بىخەتەر,11-داڭلىق,12-ھەقىقى,16-ساغلام,17-چىرايلىق,18-خوشال,28-ئېتىراپ قىلىش,30-ئاسان,32-ئەرزان:14.354539875327857
4148-ھېيتىغا مۇبارەك:18-خوشال,25-خوشاللىق,30-ئاسان:14.133532297117382
4162-غەلبە قىلدى:23-ئېسىل,24-كۈچلۈك:7.593426791267082
4171-كىرەك ئىكەن:3-گۈزەل:5.943160955191833
4205-ناھايىتى كۈچلۈك:3-گۈزەل,24-كۈچلۈك:10.672361661619885
4207-ھەركەتلەندۈرگۈچ كۈچ:24-كۈچلۈك:6.7292007064280535
4217-بەك ئاسانكەن:30-ئاسان:7.60572836696345
4229-قىممىتى بار:16-ساغلام,21-قالتىس,24-كۈچلۈك:12.793358547735153
4234-ياخشى ئەسەر:23-ئېسىل:4.870652353998462
4270-چاتاق چىقمايدۇ:24-كۈچلۈك,30-ئاسان:12.165004071949191
4275-چوڭ چوڭ:1-پىشقان,24-كۈچلۈك:9.343689208046746
4276-چوڭ ئىشلارنى:3-گۈزەل:2.5508435324130723
4277-ئىشلارنى قىلىپ:24-كۈچلۈك:3.1442382057068965
4280-ئىشنى قىلىپ:3-گۈزەل:3.9431609551918325
4292-كاتتا ئىش:23-ئېسىل:4.430079762612481
4301-چوقۇم ياخشى:12-ھەقىقى,18-خوشال:7.908223232563201
4312-چۇقۇم ياخشى:30-ئاسان:7.60572836696345
4340-خىلى داڭلىق:11-داڭلىق:7.811017654158069
4346-ياخشى تەرەپلىرى:14-مۇكەممەل:6.0746327382210294
4351-ئالدىغا ئۆتۈپ:3-گۈزەل,24-كۈچلۈك:10.057651817504677
4354-تېخىمۇ قىززىق:21-قالتىس:8.040199241157156
4360-يېقىنقى يىللاردىن:6-بىخەتەر:3.8763359925020446
4364-كەم بولۇپ:35-مەدھىيە:10.12426350594563
4370-بەك ياقتى:23-ئېسىل:5.678007276056066
4393-داۋاملىق ئالغا:3-گۈزەل:4.943160955191833
4394-تازا كەپتۇ:11-داڭلىق:6.811017654158069
4397-گەپ قىلىشنىڭ:3-گۈزەل:6.358198454470677
4398-ھاجىتى يوق:3-گۈزەل,10-ئاكتىپ,14-مۇكەممەل,15-بەخىتلىك,30-ئاسان:13.701080474061113
4414-نەقەدەر گۈزەل:3-گۈزەل,14-مۇكەممەل,15-بەخىتلىك,17-چىرايلىق,23-ئېسىل,37-يېشىل:31.224522886098903
4419-ھازىر ئالىي:3-گۈزەل:5.358198454470676
4423-ئالىي مەكتەپتە:11-داڭلىق,12-ھەقىقى,30-ئاسان:5.681760382225483
4433-يامانمۇ كۆنگەن:11-داڭلىق,18-خوشال,25-خوشاللىق:20.005998848321347
4437-ھۆرمەت قىلىشتۇر:20-راھەت,23-ئېسىل:17.29637985227174
4445-ياخشى تاللاش:23-ئېسىل:3.8706523539984623
4458-ئەڭ مۇكەممەل:3-گۈزەل,14-مۇكەممەل,17-چىرايلىق:15.867096727217891
4476-خېلى بار:30-ئاسان:2.5613342476049965
4477-بار ئوخشايدۇ:17-چىرايلىق:3.220140729173338
4577-قارا تەنلىكلەر:11-داڭلىق,24-كۈچلۈك:8.139338924303939
4603-قايتۇرما ھۇجۇم:30-ئاسان:4.020765866242294
4628-ياخشى مىكرو:16-ساغلام:7.702030505262583
4651-ۋاقتىنى چىقىرىپ:21-قالتىس:9.040199241157156
4662-ئاتا قىلغان:3-گۈزەل,14-مۇكەممەل,20-راھەت:10.364922113762947
4663-جەننەتتە بولغاي:30-ئاسان:3.4358033655211373
4677-ئورۇنلۇق پىكىر:3-گۈزەل:4.62123286030447
4691-خېلى چىرايلىق:17-چىرايلىق:8.078121724300908
4710-پۇرسەتنى چىڭ:3-گۈزەل,12-ھەقىقى,17-چىرايلىق,23-ئېسىل,33-ئىلغار:17.09775432807747
4713-بارەك بولسۇن:11-داڭلىق,16-ساغلام,17-چىرايلىق,18-خوشال,21-قالتىس,23-ئېسىل,24-كۈچلۈك,25-خوشاللىق,30-ئاسان:10.215029210988982
4714-ھەقىقەتەن كۈچلۈك:24-كۈچلۈك:7.729200706428053
4717-كۈچلۈك بولىشى:24-كۈچلۈك:7.729200706428053
4719-قالتىس خەۋەر:21-قالتىس:9.040199241157156
4720-خەۋەر ئىكەن:21-قالتىس:6.455236740436001
4734-مەلۇم بولىشىچە:6-بىخەتەر,19-رازى بولۇش:17.837100766164795
4735-ئېغىر ئەمەس:24-كۈچلۈك:5.729200706428053
4740-ئەخلاق پەزىلەتتۇر:23-ئېسىل:7.678007276056066
4748-ئاتا قىلىدۇ:12-ھەقىقى,17-چىرايلىق,18-خوشال,22-ئىناق,23-ئېسىل,24-كۈچلۈك,25-خوشاللىق:34.74666119019701
4754-بەك قايىل:12-ھەقىقى:6.282290387018451
4776-ئەڭ ياقتۇرۇپ:23-ئېسىل:5.356079181168703
4782-نۇرغۇن كىشلەر:31-ئۇلۇغۋار:8.58821060570542
4786-مۇمكىن ئەمەس:6-بىخەتەر,12-ھەقىقى,14-مۇكەممەل,24-كۈچلۈك,30-ئاسان:8.728282694535633
4815-كوز تەگمىسۇن:3-گۈزەل:6.943160955191833
4823-غەيرەت قىلىڭ:3-گۈزەل,21-قالتىس,30-ئاسان:10.845306022981681
4828-ئەمدى تەس:26-مۇقۇم:11.558666330091405
4833-دىققەت قىلىدىغان:6-بىخەتەر,32-ئەرزان:9.494708568717718
4834-نۇرغۇن ئىشلارنى:3-گۈزەل,16-ساغلام:6.72632822317982
4866-بوش ئەمەسكەن:21-قالتىس:6.718271146269793
4873-خام خىيال:3-گۈزەل,4-ئىتىپاقلىق,23-ئېسىل:16.838150464579893
4880-ئادىل ھوشۇر:21-قالتىس,37-يېشىل:11.438721590598835
4939-كارتون فىلىمنى:17-چىرايلىق:5.270766802243306
4948-ناھايىتى كۆپ:12-ھەقىقى,16-ساغلام:4.937196980167007
4979-ئارتۇق گەپ:16-ساغلام:4.6145676640122435
4987-تولىمۇ ئېسىل:23-ئېسىل:7.678007276056066
4993-دائىم دەيدىغان:3-گۈزەل:5.943160955191833
4994-گېپى بولىدىغان:3-گۈزەل:5.943160955191833
5044-باھاسى مۇۋاپىق:32-ئەرزان:7.033410075494517
5055-ئېغىر بېسىق:23-ئېسىل:3.9775675579149743
