6-بەك ئامراق:37-سەت:1.4339861049221954
13137-يولغا سالدى:37-سەت:4.957548060979208
13144-ناخشىنى ئاڭلاپ:7-ئەلەم:6.819752464135678
13245-ئوخشاش ئىكەن:14-ئاۋارىچىلىق:8.568447350883991
13251-چىن كۆڭلۈمدىن:37-سەت:2.5652306382004477
13262-ئاۋارە قىلىدىغان:22-قايغۇ,37-سەت:9.258062206616566
13299-مەسلە ئەمەس:37-سەت:5.957548060979208
13307-شۈك بولۇپ:37-سەت:4.372585560258052
13324-تەشەككۈرلەر بولسۇن:27-ئاجىز:8.120661269265435
13359-زىچ مۇناسىۋەتلىك:6-قالايمىقان:4.773766258861497
13402-ھۆرمەت قىلغانلىق:28-خاتالىق:6.659595238942186
13422-ئېسىمدە قېلىشىچە:13-لۈكچەك:10.27626659939068
13435-كۆڭۈل بۆلەيلى:5-ئازار:8.563548551471152
13490-ھەددىدىن زىيادە:6-قالايمىقان:4.337667144054824
13495-ئاللاھ بىلىدۇ:27-ئاجىز:4.950736267823123
13511-چوڭ ئىشلار:23-غەيرى,37-سەت:5.786869233963664
13526-پۇرسەت بولمىدى:37-سەت:5.957548060979208
13544-خەۋەرلەرنى يوللاپ:6-قالايمىقان:7.861229100111837
13553-تېمىنى تولۇق:28-خاتالىق:7.659595238942186
13612-ئىش قىلغان:37-سەت:1.6356199660918458
13640-تىن باشلاپ:6-قالايمىقان,7-ئەلەم,28-خاتالىق,37-سەت:10.539725205849166
13644-يېرىم يولدا:37-سەت:3.1501931389216042
13665-تەشۋىق قىلىشقا:37-سەت:2.957548060979208
13729-ياخشى بولىشى:37-سەت:2.957548060979208
13739-كەن بولسا:28-خاتالىق,37-سەت:2.461376361475741
13743-خەۋەردار قىلىپ:37-سەت:3.1501931389216042
13750-ئالدىغا سۈرۈلدى:14-ئاۋارىچىلىق:11.375802272941595
13786-ئادەم چىشلىگىنى:28-خاتالىق:7.659595238942186
13809-ياخشى تىلەك:37-سەت:2.635619966091846
13855-يېرى جەننەتتە:7-ئەلەم,22-قايغۇ:12.486805591360689
13898-ئۇلۇغ ئىنسان:2-قوپال,31-كەمسىتمەك:25.921529547325505
13902-يولىغا ماڭغان:37-سەت:4.957548060979208
13935-ئىشتىن سىرتقى:37-سەت:2.957548060979208
13970-خاتا چۈشىنىش:37-سەت:3.6356199660918462
13983-تارىختىن تارتىپ:37-سەت:5.957548060979208
13987-چوڭ باي:22-قايغۇ:5.493159223579753
14002-دەرىجىسى يۇقىرى:37-سەت:2.957548060979208
14041-ئاسانغا چۈشمەيدۇ:36-يامان نىيەت:11.09569435374886
14049-ياخشى ئامال:37-سەت:2.787623059536896
14073-يەنىمۇ ياخشى:5-ئازار:9.885476646358514
14100-قىممەتلىك پۇرسەت:37-سەت:5.957548060979208
14103-ئاز قالدى:28-خاتالىق:3.1050063872645484
14111-ماشىنا ھەيدەپ:37-سەت:2.1501931389216042
14156-ئاسان قىلغاي:27-ئاجىز:4.798733174378072
14250-ھازىرقى ھالىتى:23-غەيرى,28-خاتالىق:11.8148464373715
14268-ئىش بولسا:6-قالايمىقان,14-ئاۋارىچىلىق,27-ئاجىز,28-خاتالىق,37-سەت:17.017176159070573
14311-ئەڭ نادىر:27-ئاجىز,37-سەت:3.7383593273600177
14444-تاماق يىگەن:37-سەت:4.372585560258052
14533-كۆپ تىل:15-ھادىسە:6.613301586668252
14547-ياخشى بولغاندىكىن:28-خاتالىق,37-سەت:12.617143299921395
14555-ناھايىتى چوڭقۇر:15-ھادىسە:9.198264087389408
14570-كۆك رەڭ:37-سەت:2.0506574653706897
14597-خۇدا ساقلىسۇن:6-قالايمىقان,27-ئاجىز:9.338034179602547
14599-پۈتۈن ئاۋام:37-سەت:5.957548060979208
14608-يىللىق توختام:29-زەربە:8.264293957724604
14612-ن قايتىپ:36-يامان نىيەت,37-سەت:7.883317413285756
14649-مىسى يوق:6-قالايمىقان,37-سەت:7.004995969874008
14651-بەك ئاجىز:27-ئاجىز:8.120661269265435
14680-ھېس قىلدۇرۇش:37-سەت:4.372585560258052
14722-ھەق ناھەق:17-قانۇنسىز:6.986759982195696
14734-تىز چىكىنىپ:28-خاتالىق:6.0746327382210294
14806-خاتىرجەم مۇسابىقە:37-سەت:5.957548060979208
14828-ئالدىنقى شەرت:37-سەت:1.787623059536896
14878-ئىشلارنى قىلدى:37-سەت:3.1501931389216042
14911-چوڭقۇر بولغان:27-ئاجىز:6.535698768544279
14928-ئىچىگە كىرىپ:6-قالايمىقان,37-سەت:7.47892715820642
14941-بارلىققا كېلىدۇ:37-سەت:2.0506574653706897
14965-خىلى كۆپ:2-قوپال,23-غەيرى,27-ئاجىز:19.440427281132607
14969-چوڭ كىچىك:37-سەت:1.2026605588157393
15092-ناملىق فىلىمنى:6-قالايمىقان:6.160789381970744
15094-كۈنلا قالدى:37-سەت:3.6356199660918462
15126-غايەت زور:28-خاتالىق,29-زەربە,37-سەت:7.449123732452668
15130-كۆپ قىسىملىق:37-سەت:2.1501931389216042
15228-مەۋجۈت بولغان:32-ساختا:8.97370382937025
15229-ۋاز كىچىش:37-سەت:3.372585560258052
15284-ھازىرقى دەۋردە:15-ھادىسە:9.935229681555613
15297-ئاز بولغان:37-سەت:1.565230638200448
15316-ئېغىر كۆرمەي:37-سەت:2.4981164423419107
15349-مۇئامىلە قىلىپ:2-قوپال,28-خاتالىق:13.198295246432124
15366-تەۋسىيە قىلاي:18-زوراۋانلىق,28-خاتالىق:8.251463854695295
15374-ئاچچىقى يامان:37-سەت:3.6356199660918462
15385-سەت ئامراق:37-سەت:5.957548060979208
15386-ئامراق مۇ:37-سەت:4.372585560258052
15393-سەت تۇرىدۇ:37-سەت:5.957548060979208
15420-ئەھمىيەتكە ئىگە:29-زەربە,37-سەت:7.466954516540344
15433-خېلى چۈشىنىدۇ:37-سەت:5.957548060979208
15465-شەكلى بولۇپ:37-سەت:3.372585560258052
15521-قانۇنغا خىلاپ:17-قانۇنسىز:5.777306616566746
15554-دىققەت قىلماي:6-قالايمىقان:4.2173729103371125
15556-ۋاي ئېسىت:37-سەت:4.372585560258052
15558-قولدىن چىقارماسلىق:27-ئاجىز:8.120661269265435
15563-ئەمەلگە ئاشماي:30-ئىسراپچىلىق:9.316908583888026
15583-ساختا پۇل:32-ساختا:9.97370382937025
15592-پۇل بار:37-سەت:2.1501931389216042
15605-كۆڭۈل بۆلۈپ:27-ئاجىز:4.120661269265434
15627-گەپ قىلما:6-قالايمىقان,37-سەت:5.644850229091237
15658-كۆزۈمدىن يوقال:37-سەت:5.957548060979208
15712-چوڭ خاتالىق:6-قالايمىقان,28-خاتالىق:12.82038462091293
15721-ناپاك بولۇپ:36-يامان نىيەت:12.680656854470016
15724-كىتاپ ئوقۇش:37-سەت:2.0506574653706897
15748-چوڭ بولغىنى:28-خاتالىق,37-سەت:8.002433455806186
15770-بوزەك بولما:6-قالايمىقان:7.861229100111837
15809-گەپ قىلماي:37-سەت:1.684529566572792
15851-ھوقۇقىڭىز بار:17-قانۇنسىز:7.986759982195696
15862-سۆز بولۇپ:27-ئاجىز,37-سەت:5.159346092970048
15890-ئېنىق دەپ:37-سەت:4.957548060979208
15904-ئوغۇل بالا:37-سەت:0.7876230595368959
15950-لەنەت بولسۇن:22-قايغۇ:6.715551644916201
15952-قان قىلغۇچى:6-قالايمىقان:8.861229100111837
15953-بىللە بولغان:33-تېتىقسىز:9.013232193556886
15971-سىنى ياخشى:28-خاتالىق,37-سەت:4.570019387807369
15983-قۇربان بولغان:37-سەت:1.8700852197288689
15995-چۈشۈمگە كىرىپ:37-سەت:4.957548060979208
16013-يىل بوپتۇ:22-قايغۇ,37-سەت:7.473427361059045
16027-ئاللاھتىن كەلدۇق:22-قايغۇ:6.978586050749995
16028-ئاللاھقا قايتىمىز:22-قايغۇ:7.300514145637358
16052-ساراڭ ساراڭ:1-بىنورمال:9.910138700592784
16066-يولدىن چىقىپ:37-سەت:3.6356199660918462
16073-كۆڭلۈم يىرىم:28-خاتالىق:5.0746327382210294
16113-كۆڭلىگە ئازار:5-ئازار,27-ئاجىز:17.42117541490279
16122-رازى بول:2-قوپال,6-قالايمىقان,17-قانۇنسىز,18-زوراۋانلىق,19-خاتىرجەمسىز,28-خاتالىق,29-زەربە,37-سەت:20.251827028495658
16139-بۈگۈن ئەسلى:28-خاتالىق:6.659595238942186
16178-سىنى دەپ:28-خاتالىق,37-سەت:3.4422176174207153
16179-ئاشىق بولۇپ:37-سەت:3.1501931389216042
16198-توي قىلسا:37-سەت:2.0506574653706897
16267-ھېسابقا ئالمىغاندىمۇ:14-ئاۋارىچىلىق:11.375802272941595
16273-سىياسەت چىقتى:37-سەت:5.957548060979208
16275-يەرگە ئېسىپ:37-سەت:5.957548060979208
16278-سەت لاۋزا:37-سەت:5.957548060979208
16279-لاۋزا تىتىقسىز:37-سەت:5.957548060979208
16283-قالايمىقانچىلىق ئىچىدە:6-قالايمىقان:8.861229100111837
16284-ئىچىدە تۇرۇۋاتىدۇ:6-قالايمىقان:8.861229100111837
16285-ئىراق ئۇرۇشىدىن:6-قالايمىقان:8.861229100111837
16286-ئىسمىنى قوشتى:6-قالايمىقان:8.861229100111837
16293-بەكلا ئاستا:1-بىنورمال,37-سەت:11.252976917456783
16294-ئاستا تۇرىدا:37-سەت:5.957548060979208
16296-سەت ئىچىم:37-سەت:5.957548060979208
16297-ئىچىم سىقىلدى:33-تېتىقسىز,37-سەت:10.385817753814939
16299-نەق مەيدان:6-قالايمىقان,27-ئاجىز:5.050321800053098
16323-ئاي بوپتۇ:23-غەيرى:7.325176199871627
16331-ئىملا خاتالىقى:27-ئاجىز,28-خاتالىق,29-زەربە:13.330018727644019
16332-خاتالىقى باكەن:28-خاتالىق:7.659595238942186
16343-قولىمىزدىن كېلىشىچە:37-سەت:3.9575480609792084
16359-تىلگىرافنىڭ يېڭى:33-تېتىقسىز:11.598194694278043
16360-يېڭى ئېلانىكەن:33-تېتىقسىز:11.598194694278043
16361-بەك تېتىقسىز:28-خاتالىق,33-تېتىقسىز:16.672827432499073
16362-تېتىقسىز ھېس:33-تېتىقسىز:11.598194694278043
16363-يولۋاس بولىمەن:33-تېتىقسىز:11.598194694278043
16364-ئىت بولۇپ:33-تېتىقسىز:10.598194694278043
16385-خاتا ئىش:28-خاتالىق:4.337667144054824
16425-كونا تەرجىمىنى:17-قانۇنسىز:9.986759982195696
16427-تەشەببۇس قىلىمەن:17-قانۇنسىز:6.079869386587177
16428-ئاز كۈندىن:17-قانۇنسىز,27-ئاجىز,37-سەت:16.31008181027687
16429-قانۇنسىز دىنىي:17-قانۇنسىز:9.986759982195696
16438-قوش تىل:37-سەت:0.6970205107559887
16447-خاتالىق باركەن:28-خاتالىق:7.659595238942186
16448-مۇسۇلمان بولغان:17-قانۇنسىز,28-خاتالىق,32-ساختا,37-سەت:14.577607111487337
16455-گۈزەل ئەمەس:33-تېتىقسىز,37-سەت:11.215892752372627
16478-ئوبدانلا ئىملا:28-خاتالىق:7.659595238942186
16487-گەپ خاتا:28-خاتالىق:6.659595238942186
16500-خاتا يېزىلىپ:28-خاتالىق:4.337667144054824
16520-چىرايلىق ئەمەس:37-سەت:3.1501931389216042
16538-ئۆچ بولىدىغان:37-سەت:5.957548060979208
16545-بەك ئەرزان:32-ساختا,37-سەت:11.287395700574733
16550-گەپ قىلىدىغانلار:6-قالايمىقان:7.861229100111837
16552-قالايمىقان گەپ:6-قالايمىقان:8.861229100111837
16556-قولدىن بېرىپ:37-سەت:2.957548060979208
16559-چوڭ گۇناھ:37-سەت:2.372585560258052
16661-ئايتۈنۈزخانىدا خاتالىق:28-خاتالىق:7.659595238942186
16662-خاتالىق ئۆچ:28-خاتالىق:7.659595238942186
16663-ئۆچ بولدۇم:13-لۈكچەك,28-خاتالىق:14.350899337611711
16690-بەك قاتتىق:28-خاتالىق,37-سەت:5.121288273034223
16696-خەت نورمال:28-خاتالىق:3.852240316884582
16697-نورمال ئەمەس:1-بىنورمال,28-خاتالىق:8.683846947837512
16739-نورمال ئەمەسقۇ:28-خاتالىق:3.4896702374998734
16745-گەپ ئەمەس:27-ئاجىز,37-سەت:4.582354303357472
16797-گەپ قىلاقىلمايلا:27-ئاجىز:7.120661269265434
16811-ئادەملەر كۆپ:23-غەيرى:7.003248104984265
16817-مەجبۇر بولىدۇ:7-ئەلەم,37-سەت:9.558877005981383
16820-بۇلغانغان زېھىنىمىز:37-سەت:5.957548060979208
16823-مېۋېسىنى كۆرسەتمەكتە:37-سەت:5.957548060979208
16845-خۇدايىم ساقلىسۇن:6-قالايمىقان,37-سەت:6.322922134203873
16865-خەت يازىدىغان:28-خاتالىق:4.6595952389421855
16866-خەتنى يېزىۋاتقان:28-خاتالىق:6.659595238942186
16871-مىكرو بىلوگىدا:18-زوراۋانلىق:5.980217136328924
16875-قولايسىز ھېس:14-ئاۋارىچىلىق:10.375802272941595
16899-تور كۆرگۈچتە:28-خاتالىق:5.0746327382210294
16905-دىققەت قىلىڭ:27-ئاجىز,28-خاتالىق,32-ساختا:7.425129850031684
16907-يۇقۇملۇق كېسەل:6-قالايمىقان,17-قانۇنسىز:10.673063399806853
16937-گەپ قىلسا:37-سەت:1.2851227190077128
16939-گەپ قىلمىسا:6-قالايمىقان:5.401797481474539
16948-گۈدۈككە تىزىملاتقان:37-سەت:3.6356199660918462
16953-مۇساپىنى بېسىپ:28-خاتالىق:6.659595238942186
16958-ئادا قىلىش:27-ئاجىز,37-سەت:2.969031626889368
16959-ئىگە بولۇش:27-ئاجىز,37-سەت:4.948067821729632
16963-يىغا تۇتتى:37-سەت:4.957548060979208
16977-توي قىلىپ:37-سەت:1.099567065851636
16996-بوش ئورۇن:28-خاتالىق,37-سەت:6.447218298479083
16997-ئورۇن بار:37-سەت:3.9575480609792084
16998-رۇخسەت سورىسا:37-سەت:5.957548060979208
17000-ساندانى ئىكەن:37-سەت:5.957548060979208
17012-بەخت ئىچىدە:37-سەت:4.957548060979208
17049-ھۇجۇم قىلىش:17-قانۇنسىز,37-سەت:5.774383041732591
17057-كۆڭۈل بۆلۈش:1-بىنورمال,5-ئازار,28-خاتالىق,37-سەت:14.574945184356888
17059-تەس بولىدىغان:37-سەت:4.957548060979208
17063-دات بېسىپ:5-ئازار:10.300514145637358
17074-راھىتى ئۇچۇن:37-سەت:5.957548060979208
17081-بىئارام بولۇپ:27-ئاجىز:4.950736267823123
17112-ياش تۇرۇپ:7-ئەلەم,27-ئاجىز:14.22581595226336
17121-ئالى مەكتەپ:23-غەيرى,28-خاتالىق,37-سەت:9.039588487381081
17148-كىشىلىك مۇناسىۋەت:37-سەت:2.635619966091846
17163-كۆپ ئادەملەر:37-سەت:3.7876230595368963
17185-ھالەتتە ياتقان:27-ئاجىز:6.535698768544279
17212-باشقىلارنىڭ خاتالىقىغا:28-خاتالىق:7.659595238942186
17215-دۇچ كەلگەن:37-سەت:0.6721458421169599
17270-قازانغا يولۇقساڭ:33-تېتىقسىز:11.013232193556886
17276-يىل بۇرۇنقى:6-قالايمىقان,37-سەت:3.7716532489770187
17279-ئالىي مەكتەپنى:37-سەت:1.0506574653706897
17283-ئالىي مەكتەپتىن:28-خاتالىق:5.0746327382210294
17305-پاش قىلىش:17-قانۇنسىز,28-خاتالىق,37-سەت:10.849015779953621
17306-كۆرۈنۈشى نورمال:1-بىنورمال,28-خاتالىق:17.56973393953497
17307-خاتالىقى بار:28-خاتالىق:7.659595238942186
17316-ۋاقتىڭىز ئۇزارغانسىزى:28-خاتالىق:7.659595238942186
17318-كۆپ خاتالىقلارنى:28-خاتالىق:7.659595238942186
17319-خاتالىقلارنى سادىر:28-خاتالىق:7.659595238942186
17320-سادىر قىلىسىز:28-خاتالىق:7.659595238942186
17381-مەيدىسى ئوچۇق:13-لۈكچەك:11.861229100111837
17388-ئايرىم يول:28-خاتالىق,37-سەت:9.617143299921395
17389-تەلەپ قىلىش:27-ئاجىز,28-خاتالىق,37-سەت:6.359509713274937
17403-چوڭ قىل:38-قىلتاق:8.312792475415796
17424-راستىنى دېسەم:32-ساختا:6.973703829370249
17460-ساقىلى يوق:37-سەت:4.957548060979208
17463-قالايمىقان يېمەڭ:6-قالايمىقان:8.861229100111837
17464-نابۇد قىلماڭ:6-قالايمىقان:8.861229100111837
17488-سەل بىنورمال:1-بىنورمال:10.910138700592784
17500-گۈدۈكتىن تەزدۈرمەڭ:5-ئازار:10.885476646358514
17574-نەشر قىلىنغان:17-قانۇنسىز:5.03256367180882
17588-سەل بىنورماللىق:1-بىنورمال:10.910138700592784
17589-بىنورماللىق ھېس:1-بىنورمال:10.910138700592784
17590-ياخشى ئىشلاردىن:27-ئاجىز:7.120661269265434
17623-رايونلۇق خەلق:27-ئاجىز:4.213770673656916
17626-پۇل بېرىپ:22-قايغۇ:5.841082527000061
17628-نۇرغۇن ۋاقىتلاردا:5-ئازار:9.300514145637358
17629-تارىخىي خارەكتېرلىك:5-ئازار:10.885476646358514
17630-خارەكتېرلىك ياخشى:5-ئازار:10.885476646358514
17631-ياخشى ئىشلار:5-ئازار,27-ئاجىز,28-خاتالىق:12.564414000142857
17632-ئىشلار بولغاندا:5-ئازار:10.885476646358514
17633-ئۈمىدكە تولغان:5-ئازار:10.885476646358514
17634-بەك ئازار:5-ئازار:10.885476646358514
17635-ئازار بېرىدىكەن:5-ئازار:10.885476646358514
17637-جاپا چېكىۋاتقان:5-ئازار:9.885476646358514
17639-زەرەرلەردىن يىراق:5-ئازار:10.885476646358514
17640-يىراق قىلسۇن:5-ئازار:9.300514145637358
17642-سەت گەپنى:37-سەت:5.957548060979208
17643-گەپنى ئوچۇق:1-بىنورمال,37-سەت:13.223830571797267
17644-ئوچۇق دىيەلمىدىم:37-سەت:4.957548060979208
17645-رەسۋالارغا يول:37-سەت:4.957548060979208
17646-يول قويساق:37-سەت:4.372585560258052
17647-رەسۋالار چىقىدۇ:37-سەت:4.957548060979208
17648-شاپاق چولپانلىرىمىز:32-ساختا:9.97370382937025
17649-يېڭى گەپلەرنى:32-ساختا:9.97370382937025
17650-گەپلەرنى ئاڭلاپ:32-ساختا:8.388741328649093
17651-ساختا چىرايىغا:32-ساختا:9.97370382937025
17652-چىرايىغا قاراش:32-ساختا:9.97370382937025
17653-ئىسمىنى ئاڭلىساملا:32-ساختا:9.97370382937025
17654-ئىچىمدەمىڭ لەنەت:32-ساختا:9.97370382937025
17655-لەنەت ئوقۇدۇم:32-ساختا:9.97370382937025
17656-سېسىق شالتىقى:32-ساختا:9.97370382937025
17658-سەنئىتىنى بۇلغاۋاتقان:32-ساختا:9.97370382937025
17659-توپ شاپاقلارغا:32-ساختا:9.97370382937025
17670-گەپلەرنى تارقىتىپ:33-تېتىقسىز:10.598194694278043
17685-بېشىمنى ئاغرىتتى:37-سەت:4.957548060979208
17692-پۇتى سپىلىپ:28-خاتالىق:7.659595238942186
17693-پۇتىنى تىقمايدۇ:28-خاتالىق:7.659595238942186
17694-ئوخشاش خاتالىقنى:28-خاتالىق:7.659595238942186
17695-خاتالىقنى تەكرارلاپ:28-خاتالىق:7.659595238942186
17696-سادىر قىلىۋرىدىغاندىمىز:28-خاتالىق:7.659595238942186
17697-گەپنى قىلسام:6-قالايمىقان:4.954338504503318
17703-ئۇلۇغ ئاللاھنىڭ:32-ساختا:7.166348907312645
17704-ئاتا قىلىشىنى:22-قايغۇ:6.978586050749995
17763-بەك ئۆچ:28-خاتالىق:4.200163620304889
17774-گۈدۈكنىڭ بىنورماللىقى:1-بىنورمال:10.910138700592784
17775-بىنورماللىقى بولمامدۇ:1-بىنورمال:10.910138700592784
17776-رەسىم چىقىرىش:1-بىنورمال:8.58821060570542
17777-بىردەم ساقلاپ:1-بىنورمال:10.910138700592784
17789-گەپنىڭ راستىنى:6-قالايمىقان:5.861229100111836
17821-گەپ قىلغان:6-قالايمىقان,27-ئاجىز,28-خاتالىق,37-سەت:11.971471286864592
17832-ئۆيگە كىرىپ:22-قايغۇ:5.600074427496266
17838-ھىس قىلىپ:37-سەت:1.3136918712044832
17845-رەتسىز قارىغىنا:37-سەت:5.957548060979208
17851-سەت تويۇپ:37-سەت:5.957548060979208
17853-گەپ قىلىپ:6-قالايمىقان,37-سەت:5.910384540317294
17854-يامان گىپىنى:37-سەت:4.957548060979208
17855-گىپىنى قىلىپ:37-سەت:5.957548060979208
17856-سىڭىللىرىغا قاراپ:37-سەت:5.957548060979208
17857-پۈتۈن ئۇيغۇر:27-ئاجىز,30-ئىسراپچىلىق,37-سەت:12.069290478114912
17858-تىل تەككۈزۈشنىلا:37-سەت:5.957548060979208
17886-بەك ئېغىر:28-خاتالىق,37-سەت:5.295215205034031
17895-ئاي بولدى:37-سەت:2.0506574653706897
17900-سەۋىر ئاتا:5-ئازار:8.300514145637358
17901-ئاتا قىلغىن:5-ئازار:5.885476646358514
17936-كۆپ نەپكە:2-قوپال:11.153409851605147
17937-نەپكە ئىرىشتىم:2-قوپال:11.153409851605147
17938-قوپال سۆزلىگۈچىلەرنى:2-قوپال:11.153409851605147
17939-قىلغۇچىلارنى ياقتۇرمايمەن:2-قوپال:11.153409851605147
17941-كۆپ بولغىنى:37-سەت:3.372585560258052
17943-ناھايىتى ئاز:22-قايغۇ,37-سەت:5.444281015399529
17954-تەشۋىق قىلىش:28-خاتالىق,37-سەت:4.829893691453481
17970-سەۋرچانلىقنى مۇقەددەس:27-ئاجىز:8.120661269265435
17971-مۇقەددەس كىتابلاردىن:27-ئاجىز:8.120661269265435
17972-كىتابلاردىن ئۈگەندىم:27-ئاجىز:8.120661269265435
17973-مۇقەددەس كىتابنى:27-ئاجىز:8.120661269265435
17974-كىتابنى تاشلاپ:27-ئاجىز:8.120661269265435
17976-مىللىتىمىزگە سالمىغان:33-تېتىقسىز:11.598194694278043
17977-ماۋۇنىڭدىنمۇ ئۆتە:33-تېتىقسىز:11.598194694278043
17978-تېتىقسىز گەپ:33-تېتىقسىز:11.598194694278043
17979-گەپ بارمۇ:33-تېتىقسىز:9.598194694278043
17980-سوئالنى كۆردىڭىزمۇ:28-خاتالىق:7.659595238942186
17983-كائىناتنى ياراتقان:22-قايغۇ:9.300514145637358
17984-مۇھاپىزەت قىلۋاتسا:22-قايغۇ:9.300514145637358
17994-نەرسىنى باشقىلار:27-ئاجىز,37-سەت:10.493246829523486
17997-راس بولغان:18-زوراۋانلىق:8.09569435374886
17998-تەرجىمە قىلىپتۇ:6-قالايمىقان,37-سەت:9.004995969874006
18008-پىتنە چىقىرىدىغانلىقى:38-قىلتاق:11.482717476858108
18009-ئېنىق تۇرغان:38-قىلتاق:11.482717476858108
18010-جاۋاب تاپىمەن:38-قىلتاق:11.482717476858108
18011-بىلەرمەنلىك قىلىش:38-قىلتاق:11.482717476858108
18012-ياخشى ئاقىۋەت:38-قىلتاق:9.7457518826919
18013-ئاقىۋەت ئەكەلمەيدۇ:38-قىلتاق:11.482717476858108
18030-ئاچچىق بولىدۇ:2-قوپال,5-ئازار:18.03888649796366
18058-ئەسلىدە يىغلاپ:27-ئاجىز:8.120661269265435
18059-ئادەم قورقۇتۇش:27-ئاجىز:8.120661269265435
18060-قورقۇتۇش ئاجىزلارنىڭ:27-ئاجىز:8.120661269265435
18061-ئاجىزلارنىڭ ئىش:27-ئاجىز:8.120661269265435
18062-ھەل قىلىشتىكى:27-ئاجىز:6.535698768544279
18063-قۇرالى ئىكەن:27-ئاجىز:8.120661269265435
18065-بىزار قىلىدىغانلىقىنى:27-ئاجىز:8.120661269265435
18066-ھېس قىلالمامدىغاندۇ:27-ئاجىز:8.120661269265435
18067-ئەڭ تەس:37-سەت:1.257108342838116
18075-ئاچچىقىم كەلدى:37-سەت:3.372585560258052
18111-بەك تەستە:37-سەت:2.4981164423419107
18118-خاپا قىلغىنى:2-قوپال:11.153409851605147
18119-باشلىقنىڭ ئىللىق:2-قوپال:11.153409851605147
18120-ئىللىق مۇئامىلىسى:2-قوپال:11.153409851605147
18122-چوڭ زالدىكى:2-قوپال:11.153409851605147
18123-مىللىتىمدىن بولغان:2-قوپال:11.153409851605147
18124-خانقىزنىڭ قوپال:2-قوپال:11.153409851605147
18125-قوپال مۇئامىلىسى:2-قوپال:11.153409851605147
18126-مۇئامىلىسى بولدى:2-قوپال:11.153409851605147
18127-ئىش بېجىرەمدىكىن:2-قوپال:11.153409851605147
18128-بالدۇر بېجىرىدىكەن:2-قوپال:11.153409851605147
18129-ئىشقا يېرىم:2-قوپال:11.153409851605147
18130-ئۆچىرەت ساقلاتتى:2-قوپال:11.153409851605147
18131-نومۇر كېيىنكىلەرمۇ:2-قوپال:11.153409851605147
18132-بۇرۇن بېجىرىپ:2-قوپال:11.153409851605147
18133-پوق يېگەندەك:2-قوپال:11.153409851605147
18134-كۆڭلۈم غەش:2-قوپال,32-ساختا:19.1271136809754
18135-غەش بولۇپ:2-قوپال:11.153409851605147
18145-نۇرغۇن كىشىلەر:6-قالايمىقان,33-تېتىقسىز,37-سەت:9.258151815759486
18153-قان ئازلىق:27-ئاجىز:5.31330634720783
18193-ئىگىسى بولغان:37-سەت:3.4981164423419107
18204-تەپەككۇر قىلىش:5-ئازار,37-سەت:8.339198969341972
18209-ھاراق ئىچكەندىن:6-قالايمىقان:7.861229100111837
18227-ھاردۇق چىقاي:37-سەت:5.957548060979208
18230-خالىي يەر:37-سەت:5.957548060979208
18231-يەر بولسا:37-سەت:3.372585560258052
18232-سەت زېرىكتىم:37-سەت:5.957548060979208
18234-ئۇيقۇم كەلدى:37-سەت:3.1501931389216042
18238-ئامالسىز قالدىم:28-خاتالىق:5.0746327382210294
18242-پانتىگىن دېگەن:37-سەت:3.9575480609792084
18243-ھايۋان ئالدىنقى:37-سەت:5.957548060979208
18245-سەت گەپ:37-سەت:5.957548060979208
18246-گەپ قىلغاندا:28-خاتالىق,37-سەت:8.617143299921395
18247-ئىنكاس قىلغان:37-سەت:3.9575480609792084
18295-ئىش بولدىمۇ:28-خاتالىق:6.659595238942186
18298-ئىلتىماس قىلغان:23-غەيرى:6.0772486864280415
18311-باھا بەرگىلى:37-سەت:3.1501931389216042
18329-چاتاق چىقىپ:37-سەت:1.9575480609792084
18330-ئىچىم سىقىلىپ:27-ئاجىز:4.535698768544279
18337-ھاراق ئىچىپ:32-ساختا,37-سەت:7.5914018874648335
18343-ئىمان بولمىسا:5-ئازار:8.885476646358514
18358-پەرقى يوقكەن:37-سەت:4.372585560258052
18364-بايان قىلىپ:29-زەربە,37-سەت:6.519092139875519
18373-مەۋجۇت بولۇپ:15-ھادىسە,28-خاتالىق:8.225227574219122
18376-ئىجرا قىلىش:6-قالايمىقان,18-زوراۋانلىق,28-خاتالىق,29-زەربە,37-سەت:15.050625929779319
18402-زور پەرق:23-غەيرى:7.003248104984265
18418-ئىچىم سىيرىلىپ:27-ئاجىز:6.535698768544279
18422-پەيدا بولدى:15-ھادىسە,18-زوراۋانلىق:12.485745027510617
18423-يىڭى قانۇن:17-قانۇنسىز:8.40179748147454
18449-ھەق گەپ:37-سەت:2.957548060979208
18465-يۇرت بولسا:22-قايغۇ:9.300514145637358
18466-نادانلىق جاھالەتتە:22-قايغۇ:9.300514145637358
18467-جاھالەتتە خەلقىمىز:22-قايغۇ:9.300514145637358
18468-خەلقىمىز خار:22-قايغۇ:9.300514145637358
18469-خار زەبۇنلۇقتا:22-قايغۇ:9.300514145637358
18470-زەبۇنلۇقتا قالدى:22-قايغۇ:9.300514145637358
18471-خەلقىمىزنىڭ ئىستىقبالى:22-قايغۇ:9.300514145637358
18474-خەلقنىڭ غېمىنى:22-قايغۇ:9.300514145637358
18475-غېمىنى قىلش:22-قايغۇ:9.300514145637358
18476-مەرىپەتكە باشلاشتەك:22-قايغۇ:9.300514145637358
